Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,253,Estee Lauder,http://www.elcompanies.com,46000,Household Products,Household and Personal Products,"New York, NY",767 Fifth Ave.,New York,NY,10153,212-572-4200,Fabrizio Freda,"President, Chief Executive Officer & Director","767 Fifth Ave., New York, NY 10153",EL,The Estee Lauder Companies Inc.,11262,1114.6,9223
2015,271,Estee Lauder,http://www.elcompanies.com,46000,Household Products,Household and Personal Products,"New York, NY",767 Fifth Ave.,New York,NY,10153,212-572-4200,Fabrizio Freda,"President, Chief Executive Officer & Director","767 Fifth Ave., New York, NY 10153",EL,Estee Lauder,11262,9223,1115
2017,358,Eversource Energy,http://www.eversource.com,7762,Energy,Utilities: Gas and Electric,"Springfield, MA",300 Cadwell Dr.,Springfield,MA,1104,800-286-5000,James J. Judge,"President, Chief Executive Officer & Director","300 Cadwell Dr., Springfield, MA 01104",ES,Eversource Energy,7639,942.3,32053
2015,367,Eversource Energy,http://www.eversource.com,7762,Energy,Utilities: Gas and Electric,"Springfield, MA",300 Cadwell Dr.,Springfield,MA,1104,800-286-5000,James J. Judge,"President, Chief Executive Officer & Director","300 Cadwell Dr., Springfield, MA 01104",ES,Eversource Energy,7639,32053,942
2017,89,Exelon,http://www.exeloncorp.com,34396,Energy,Utilities: Gas and Electric,"Chicago, IL",10 S. Dearborn St.,Chicago,IL,60603,800-483-3220,Christopher M. Crane,"President, Chief Executive Officer & Director","10 S. Dearborn St., Chicago, IL 60603",EXC,Exelon Corporation,31360,1134,114904
2015,111,Exelon,http://www.exeloncorp.com,34396,Energy,Utilities: Gas and Electric,"Chicago, IL",10 S. Dearborn St.,Chicago,IL,60603,800-483-3220,Christopher M. Crane,"President, Chief Executive Officer & Director","10 S. Dearborn St., Chicago, IL 60603",EXC,Exelon,31360,114904,1134
2017,317,Expedia,http://www.expediainc.com,20075,Technology,Internet Services and Retailing,"Bellevue, WA",333 108th Ave. N.E.,Bellevue,WA,98004,425-679-7200,Dara Khosrowshahi,"President, Chief Executive Officer & Director","333 108th Ave. N.E., Bellevue, WA 98004",EXPE,"Expedia, Inc.",8774,281.8,15778
2015,458,Expedia,http://www.expediainc.com,20075,Technology,Internet Services and Retailing,"Bellevue, WA",333 108th Ave. N.E.,Bellevue,WA,98004,425-679-7200,Dara Khosrowshahi,"President, Chief Executive Officer & Director","333 108th Ave. N.E., Bellevue, WA 98004",EXPE,Expedia,8774,15778,282
2017,429,Expeditors International of Washington,http://www.expeditors.com,16000,Transportation,Transportation and Logistics,"Seattle, WA",1015 Third Ave.,Seattle,WA,98104,206-674-3400,Jeffrey S. Musser,"President, Chief Executive Officer & Director","1015 Third Ave., Seattle, WA 98104",EXPD,"Expeditors International of Washington, Inc.",6098,430.8,2791
2015,413,Expeditors International of Washington,http://www.expeditors.com,16000,Transportation,Transportation and Logistics,"Seattle, WA",1015 Third Ave.,Seattle,WA,98104,206-674-3400,Jeffrey S. Musser,"President, Chief Executive Officer & Director","1015 Third Ave., Seattle, WA 98104",EXPD,Expeditors International of Washington,6098,2791,431
2017,22,Express Scripts Holding,http://www.express-scripts.com,25600,Health Care,Health Care: Pharmacy and Other Services,"St. Louis, MO",1 Express Way,St. Louis,MO,63121,314-996-0900,Timothy C. Wentworth,"President, Chief Executive Officer & Director","1 Express Way, St. Louis, MO 63121",ESRX,Express Scripts Holding Company,100288,3404.4,51745
2015,22,Express Scripts Holding,http://www.express-scripts.com,25600,Health Care,Health Care: Pharmacy and Other Services,"St. Louis, MO",1 Express Way,St. Louis,MO,63121,314-996-0900,Timothy C. Wentworth,"President, Chief Executive Officer & Director","1 Express Way, St. Louis, MO 63121",ESRX,Express Scripts Holding,100288,51745,3404
2017,4,Exxon Mobil,http://www.exxonmobil.com,72700,Energy,Petroleum Refining,"Irving, TX",5959 Las Colinas Blvd.,Irving,TX,75039,972-444-1000,Darren W. Woods,Chairman & Chief Executive Officer,"5959 Las Colinas Blvd., Irving, TX 75039",XOM,Exxon Mobil Corporation,205004,7840,330314
2015,2,Exxon Mobil,http://www.exxonmobil.com,72700,Energy,Petroleum Refining,"Irving, TX",5959 Las Colinas Blvd.,Irving,TX,75039,972-444-1000,Darren W. Woods,Chairman & Chief Executive Officer,"5959 Las Colinas Blvd., Irving, TX 75039",XOM,Exxon Mobil,218608,330314,7840
2017,98,Facebook,http://www.facebook.com,17048,Technology,Internet Services and Retailing,"Menlo Park, CA",1601 Willow Rd.,Menlo Park,CA,94025,650-543-4800,Mark Zuckerberg,Chairman & Chief Executive Officer,"1601 Willow Rd., Menlo Park, CA 94025",FB,"Facebook, Inc.",27638,10217,64961
2015,242,Facebook,http://www.facebook.com,17048,Technology,Internet Services and Retailing,"Menlo Park, CA",1601 Willow Rd.,Menlo Park,CA,94025,650-543-4800,Mark Zuckerberg,Chairman & Chief Executive Officer,"1601 Willow Rd., Menlo Park, CA 94025",FB,Facebook,27638,64961,10188
2017,20,Fannie Mae,http://www.fanniemae.com,7000,Financials,Diversified Financials,"Washington, DC",3900 Wisconsin Ave. N.W.,Washington,DC,20016,800-232-6643,Timothy J. Mayopoulos,"President, Chief Executive Officer & Director","3900 Wisconsin Ave. N.W., Washington, DC 20016",FNMA,Fannie Mae,107162,12313,3287968
2017,222,Farmers Insurance Exchange,http://www.farmers.com,13309,Financials,Insurance: Property and Casualty (Mutual),"Woodland Hills, CA",6301 Owensmouth Ave.,Woodland Hills,CA,91367,323-932-3200,Jeffrey J. Dailey,Chief Executive Officer & Director,"6301 Owensmouth Ave., Woodland Hills, CA 91367",JCP,Farmers Insurance Exchange,12513,-147.9,16057
2015,264,Farmers Insurance Exchange,http://www.farmers.com,13309,Financials,Insurance: Property and Casualty (Mutual),"Woodland Hills, CA",6301 Owensmouth Ave.,Woodland Hills,CA,91367,323-932-3200,Jeffrey J. Dailey,Chief Executive Officer & Director,"6301 Owensmouth Ave., Woodland Hills, CA 91367",JCP,Farmers Insurance Exchange,12547,9314,1
2017,58,FedEx,http://www.fedex.com,335767,Transportation,"Mail, Package, and Freight Delivery","Memphis, TN",942 S. Shady Grove Rd.,Memphis,TN,38120,901-818-7500,Frederick W. Smith,Chairman & Chief Executive Officer,"942 S. Shady Grove Rd., Memphis, TN 38120",FDX,FedEx Corporation,50365,1820,46064
2015,65,FedEx,http://www.fedex.com,335767,Transportation,"Mail, Package, and Freight Delivery","Memphis, TN",942 S. Shady Grove Rd.,Memphis,TN,38120,901-818-7500,Frederick W. Smith,Chairman & Chief Executive Officer,"942 S. Shady Grove Rd., Memphis, TN 38120",FDX,FedEx,50365,46064,1820
2017,293,Fidelity National Financial,http://www.fnf.com,55219,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-854-8100,Raymond R. Quirk,Chief Executive Officer & Director,"601 Riverside Ave., Jacksonville, FL 32204",FNF,"Fidelity National Financial, Inc.",9554,650,14463
2015,314,Fidelity National Financial,http://www.fnf.com,55219,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-854-8100,Raymond R. Quirk,Chief Executive Officer & Director,"601 Riverside Ave., Jacksonville, FL 32204",FNF,Fidelity National Financial,9554,14025,650
2017,301,Fidelity National Information Services,http://www.fisglobal.com,55000,Business Services,Financial Data Services,"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-438-6000,Gary A. Norcross,"President, Chief Executive Officer & Director","601 Riverside Ave., Jacksonville, FL 32204",FIS,"Fidelity National Information Services, Inc.",9241,568,26031
2015,422,Fidelity National Information Services,http://www.fisglobal.com,55000,Business Services,Financial Data Services,"Jacksonville, FL",601 Riverside Ave.,Jacksonville,FL,32204,904-438-6000,Gary A. Norcross,"President, Chief Executive Officer & Director","601 Riverside Ave., Jacksonville, FL 32204",FIS,Fidelity National Information Services,9241,26031,568
2017,389,Fifth Third Bancorp,http://www.53.com,17844,Financials,Commercial Banks,"Cincinnati, OH",38 Fountain Square Plaza,Cincinnati,OH,45263,800-972-3030,Greg D. Carmichael,"President, Chief Executive Officer & Director","38 Fountain Square Plaza, Cincinnati, OH 45263",FITB,Fifth Third Bancorp,6889,1564,142177
2017,464,First American Financial,http://www.firstam.com,19531,Financials,Insurance: Property and Casualty (Stock),"Santa Ana, CA",1 First American Way,Santa Ana,CA,92707,714-250-3000,Dennis J. Gilmore,Chief Executive Officer & Director,"1 First American Way, Santa Ana, CA 92707",FAF,First American Financial Corporation,5576,343,8832
2017,242,First Data,http://www.firstdata.com,24000,Business Services,Financial Data Services,"Atlanta, GA",5565 Glenridge Connector N.E.,Atlanta,GA,30342,404-890-2000,Frank J. Bisignano,Chairman & Chief Executive Officer,"5565 Glenridge Connector N.E., Atlanta, GA 30342",FDC,First Data Corporation,11584,420,40292
2015,265,First Data,http://www.firstdata.com,24000,Business Services,Financial Data Services,"Atlanta, GA",5565 Glenridge Connector N.E.,Atlanta,GA,30342,404-890-2000,Frank J. Bisignano,Chairman & Chief Executive Officer,"5565 Glenridge Connector N.E., Atlanta, GA 30342",FDC,First Data,11584,40292,420
2017,196,FirstEnergy,http://www.firstenergycorp.com,15707,Energy,Utilities: Gas and Electric,"Akron, OH",76 S. Main St.,Akron,OH,44308,800-736-3402,Charles E. Jones,"President, Chief Executive Officer & Director","76 S. Main St., Akron, OH 44308",FE,FirstEnergy Corp.,14156,-6177,43148
2015,206,FirstEnergy,http://www.firstenergycorp.com,15707,Energy,Utilities: Gas and Electric,"Akron, OH",76 S. Main St.,Akron,OH,44308,800-736-3402,Charles E. Jones,"President, Chief Executive Officer & Director","76 S. Main St., Akron, OH 44308",FE,FirstEnergy,14562,43148,-6177
2017,471,Fiserv,http://www.fiserv.com,23000,Business Services,Financial Data Services,"Brookfield, WI",255 Fiserv Dr.,Brookfield,WI,53045,262-879-5000,Jeffery W. Yabuki,"President, Chief Executive Officer & Director","255 Fiserv Dr., Brookfield, WI 53045",FISV,"Fiserv, Inc.",5505,930,9743
2017,149,Fluor,http://www.fluor.com,61551,Engineering & Construction,"Engineering, Construction","Irving, TX",6700 Las Colinas Blvd.,Irving,TX,75039,469-398-7000,David T. Seaton,Chairman & Chief Executive Officer,"6700 Las Colinas Blvd., Irving, TX 75039",FLR,Fluor Corporation,19037,281.4,9216
2015,136,Fluor,http://www.fluor.com,61551,Engineering & Construction,"Engineering, Construction","Irving, TX",6700 Las Colinas Blvd.,Irving,TX,75039,469-398-7000,David T. Seaton,Chairman & Chief Executive Officer,"6700 Las Colinas Blvd., Irving, TX 75039",FLR,Fluor,19037,9216,281
2017,348,Foot Locker,http://www.footlocker-inc.com,32965,Retailing,Specialty Retailers: Apparel,"New York, NY",330 W. 34th St.,New York,NY,10001,212-720-3700,Richard A. Johnson,"Chairman, President & Chief Executive Officer","330 W. 34th St., New York, NY 10001",FL,"Foot Locker, Inc.",7766,664,3840
2015,384,Foot Locker,http://www.footlocker-inc.com,32965,Retailing,Specialty Retailers: Apparel,"New York, NY",330 W. 34th St.,New York,NY,10001,212-720-3700,Richard A. Johnson,"Chairman, President & Chief Executive Officer","330 W. 34th St., New York, NY 10001",FL,Foot Locker,7766,3840,664
2017,10,Ford Motor,http://www.ford.com,201000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Dearborn, MI",1 American Rd.,Dearborn,MI,48126,313-322-3000,James P. Hackett,"President, Chief Executive Officer & Director","1 American Rd., Dearborn, MI 48126",F,Ford Motor Company,151800,4596,237951
2015,9,Ford Motor,http://www.ford.com,201000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Dearborn, MI",1 American Rd.,Dearborn,MI,48126,313-322-3000,James P. Hackett,"President, Chief Executive Officer & Director","1 American Rd., Dearborn, MI 48126",F,Ford Motor,151800,237951,4596
2017,405,Franklin Resources,http://www.franklinresources.com,9059,Financials,Securities,"San Mateo, CA",1 Franklin Pkwy.,San Mateo,CA,94403,650-312-2000,Gregory E. Johnson,Chairman & Chief Executive Officer,"1 Franklin Pkwy., San Mateo, CA 94403",BEN,"Franklin Resources, Inc.",6618,1726.7,16099
2017,39,Freddie Mac,http://www.freddiemac.com,5982,Financials,Diversified Financials,"McLean, VA",8200 Jones Branch Dr.,McLean,VA,22102,703-903-2000,Donald H. Layton,Chief Executive Officer & Director,"8200 Jones Branch Dr., McLean, VA 22102",FMCC,Freddie Mac,65665,7815,2023376
2017,175,Freeport-McMoRan,http://www.fcx.com,30000,Energy,"Mining, Crude-Oil Production","Phoenix, AZ",333 N. Central Ave.,Phoenix,AZ,85004,602-366-8100,Richard C. Adkerson,"President, Chief Executive Officer & Director","333 N. Central Ave., Phoenix, AZ 85004",FCX,Freeport-McMoRan Inc.,15789,-4154,37317
2015,137,Freeport-McMoRan,http://www.fcx.com,30000,Energy,"Mining, Crude-Oil Production","Phoenix, AZ",333 N. Central Ave.,Phoenix,AZ,85004,602-366-8100,Richard C. Adkerson,"President, Chief Executive Officer & Director","333 N. Central Ave., Phoenix, AZ 85004",FCX,Freeport-McMoRan,14830,37317,-4315
2017,313,Frontier Communications,http://www.frontier.com,28332,Telecommunications,Telecommunications,"Norwalk, CT",401 Merritt 7,Norwalk,CT,6851,203-614-5600,Daniel J. McCarthy,"President, Chief Executive Officer & Director","401 Merritt 7, Norwalk, CT 06851",FTR,Frontier Communications Corporation,8896,-373,29013
2017,321,GameStop,http://www.gamestopcorp.com,41750,Retailing,Specialty Retailers: Other,"Grapevine, TX",625 Westport Pkwy.,Grapevine,TX,76051,817-424-2000,J. Paul Raines,Chief Executive Officer & Director,"625 Westport Pkwy., Grapevine, TX 76051",GME,GameStop Corp.,8608,353.2,4976
2015,311,GameStop,http://www.gamestopcorp.com,41750,Retailing,Specialty Retailers: Other,"Grapevine, TX",625 Westport Pkwy.,Grapevine,TX,76051,817-424-2000,J. Paul Raines,Chief Executive Officer & Director,"625 Westport Pkwy., Grapevine, TX 76051",GME,GameStop,8608,4976,353
2017,178,Gap,http://www.gapinc.com,135000,Retailing,Specialty Retailers: Apparel,"San Francisco, CA",2 Folsom St.,San Francisco,CA,94105,415-427-0100,Arthur L. Peck,"President, Chief Executive Officer & Director","2 Folsom St., San Francisco, CA 94105",GPS,"The Gap, Inc.",15516,676,7610
2015,188,Gap,http://www.gapinc.com,135000,Retailing,Specialty Retailers: Apparel,"San Francisco, CA",2 Folsom St.,San Francisco,CA,94105,415-427-0100,Arthur L. Peck,"President, Chief Executive Officer & Director","2 Folsom St., San Francisco, CA 94105",GPS,Gap,15516,7610,676
2017,90,General Dynamics,http://www.generaldynamics.com,98800,Aerospace & Defense,Aerospace and Defense,"Falls Church, VA",2941 Fairview Park Dr.,Falls Church,VA,22042,703-876-3000,Phebe N. Novakovic,Chairman & Chief Executive Officer,"2941 Fairview Park Dr., Falls Church, VA 22042",GD,General Dynamics Corporation,31353,2955,32872
2015,100,General Dynamics,http://www.generaldynamics.com,98800,Aerospace & Defense,Aerospace and Defense,"Falls Church, VA",2941 Fairview Park Dr.,Falls Church,VA,22042,703-876-3000,Phebe N. Novakovic,Chairman & Chief Executive Officer,"2941 Fairview Park Dr., Falls Church, VA 22042",GD,General Dynamics,31353,32872,2955
2017,13,General Electric,http://www.ge.com,295000,Industrials,Industrial Machinery,"Boston, MA",41 Farnsworth St.,Boston,MA,2210,617-443-3000,Jeffrey R. Immelt,Chairman & Chief Executive Officer,"41 Farnsworth St., Boston, MA 02210",GE,General Electric Company,126661,8831,365183
2015,8,General Electric,http://www.ge.com,295000,Industrials,Industrial Machinery,"Boston, MA",41 Farnsworth St.,Boston,MA,2210,617-443-3000,Jeffrey R. Immelt,Chairman & Chief Executive Officer,"41 Farnsworth St., Boston, MA 02210",GE,General Electric,123692,365182,8829
2017,165,General Mills,http://www.generalmills.com,39000,"Food, Beverages & Tobacco",Food Consumer Products,"Minneapolis, MN",1 General Mills Blvd.,Minneapolis,MN,55426,763-764-7600,Jeffrey L. Harmening,Chief Executive Officer & Director,"1 General Mills Blvd., Minneapolis, MN 55426",GIS,"General Mills, Inc.",16563,1697.4,21712
2015,171,General Mills,http://www.generalmills.com,39000,"Food, Beverages & Tobacco",Food Consumer Products,"Minneapolis, MN",1 General Mills Blvd.,Minneapolis,MN,55426,763-764-7600,Jeffrey L. Harmening,Chief Executive Officer & Director,"1 General Mills Blvd., Minneapolis, MN 55426",GIS,General Mills,16563,21712,1697
2017,8,General Motors,http://www.gm.com,225000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Detroit, MI",300 Renaissance Center,Detroit,MI,48265,313-556-5000,Mary T. Barra,Chairman & Chief Executive Officer,"300 Renaissance Center, Detroit, MI 48265",GM,General Motors Company,166380,9427,221690
2015,6,General Motors,http://www.gm.com,225000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Detroit, MI",300 Renaissance Center,Detroit,MI,48265,313-556-5000,Mary T. Barra,Chairman & Chief Executive Officer,"300 Renaissance Center, Detroit, MI 48265",GM,General Motors,166380,221690,9427
2017,454,Genesis Healthcare,http://www.genesishcc.com,82000,Health Care,Health Care: Medical Facilities,"Kennett Square, PA",101 E. State St.,Kennett Square,PA,19348,610-444-6350,George V. Hager Jr.,Chief Executive Officer & Director,"101 E. State St., Kennett Square, PA 19348",GEN,"Genesis Healthcare, Inc.",5733,-64,5779
2017,180,Genuine Parts,http://www.genpt.com,40000,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",2999 Wildwood Pkwy.,Atlanta,GA,30339,678-934-5000,Paul D. Donahue,"President, Chief Executive Officer & Director","2999 Wildwood Pkwy., Atlanta, GA 30339",GPC,Genuine Parts Company,15340,687.2,8859
2015,199,Genuine Parts,http://www.genpt.com,40000,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",2999 Wildwood Pkwy.,Atlanta,GA,30339,678-934-5000,Paul D. Donahue,"President, Chief Executive Officer & Director","2999 Wildwood Pkwy., Atlanta, GA 30339",GPC,Genuine Parts,15340,8859,687
2017,329,Genworth Financial,http://www.genworth.com,3400,Financials,"Insurance: Life, Health (Stock)","Richmond, VA",6620 W. Broad St.,Richmond,VA,23230,804-281-6000,Thomas J. McInerney,"President, Chief Executive Officer & Director","6620 W. Broad St., Richmond, VA 23230",GNW,"Genworth Financial, Inc.",8369,-277,104658
2015,304,Genworth Financial,http://www.genworth.com,3400,Financials,"Insurance: Life, Health (Stock)","Richmond, VA",6620 W. Broad St.,Richmond,VA,23230,804-281-6000,Thomas J. McInerney,"President, Chief Executive Officer & Director","6620 W. Broad St., Richmond, VA 23230",GNW,Genworth Financial,8369,104658,-277
2017,92,Gilead Sciences,http://www.gilead.com,9000,Health Care,Pharmaceuticals,"Foster City, CA",333 Lakeside Dr.,Foster City,CA,94404,650-574-3000,John F. Milligan,"President, Chief Executive Officer & Director","333 Lakeside Dr., Foster City, CA 94404",GILD,"Gilead Sciences, Inc.",30390,13501,56977
